,Latex formula,English translation 1,English translation 2,English translation 3,English translation 4,English translation 5,English translation 6,English translation 7,English translation 8,English translation 9,English translation 10
872,( ( ( \sim ( a \in cube ) ) \vee ( \sim ( c \in cube ) ) ) \vee ( \sim ( e \in cube ) ) ) \supset ( ( a \in cube ) \vee ( c \in cube ) ) \vee ( e \in cube ),"if a is not a cube , c is not a cube or e is not a cube , then a is a cube , c is a cube or e is a cube",0,0,0,0,0,0,0,0,0
873,( ( \larger { a } { c } ) \& ( ( \larger { a } { c } ) \supset \larger { e } { c } ) ) \& ( \sim ( ( \large { a } ) \vee ( \large { e } ) ) ),"all these hold : \item a is larger than c , if a is larger than c , then e is larger than c \item it is not the case that a or e is large",0,0,0,0,0,0,0,0,0
874,( \rightOf { c } { a } ) \vee ( \sim ( \small { c } ) ),c is right of a or c is not small,0,0,0,0,0,0,0,0,0
875,( \sim ( \sameSize { b } { d } ) ) \supset \sim ( \sameShape { d } { b } ),"if b is not the same size as d , then d is not the same shape as b",0,0,0,0,0,0,0,0,0
876,( ( \large { b } ) \vee ( \large { d } ) ) \vee ( e \in cube ),"b is large , d is large or e is a cube",0,0,0,0,0,0,0,0,0
877,( \sim ( b \in cube ) ) \supset \sim ( \sim ( c \in tetrahedron ) ),"if b is not a cube , then it is not the case that c is not a tetahedron",0,0,0,0,0,0,0,0,0
878,( a \in tetrahedron ) \supset \backOf { d } { a },"if a is a tetahedron , then d is in back of a",0,0,0,0,0,0,0,0,0
879,( ( \large { e } ) \supset \sim ( e \in tetrahedron ) ) \supset \frontOf { e } { d },"if if e is large , then e is not a tetahedron , then e is in front of d",0,0,0,0,0,0,0,0,0
880,\sim ( ( ( \larger { a } { c } ) \& ( \larger { e } { c } ) ) \supset ( \large { a } ) \vee ( \large { e } ) ),"it is not the case that if a and e are larger than c , then a or e is large",0,0,0,0,0,0,0,0,0
881,( b \in dodec ) \supset \sim ( ( \frontOf { d } { b } ) \& ( \sim ( \backOf { d } { b } ) ) ),"if b is a dodecagon , then it is not the case that d is in front of b and d is not in back of b",0,0,0,0,0,0,0,0,0
882,( ( ( \rightOf { c } { d } ) \& ( \rightOf { b } { c } ) ) \& ( \leftOf { b } { e } ) ) \vee ( \sim ( \rightOf { c } { d } ) ),"at least one of these holds : \item c is right of d , b is right of c and b is left of e \item c is not right of d",0,0,0,0,0,0,0,0,0
883,( a \in cube ) \vee ( ( \sim ( a \in cube ) ) \& ( \sameCol { a } { d } ) ),at least one of these holds : \item a is a cube \item a is not a cube and a is in the same column as d,0,0,0,0,0,0,0,0,0
884,( \small { c } ) \supset ( \rightOf { c } { a } ) \& ( \small { c } ),"if c is small , then c is right of a and small",0,0,0,0,0,0,0,0,0
885,( ( ( a \in cube ) \supset e \in cube ) \supset c \in cube ) \vee ( ( ( c \in cube ) \supset a \in cube ) \supset e \in cube ),"at least one of these holds : \item if if a is a cube , then e is a cube , then c is a cube \item if if c is a cube , then a is a cube , then e is a cube",0,0,0,0,0,0,0,0,0
886,( ( ( \sim ( \large { a } ) ) \& ( \sim ( \large { e } ) ) ) \& ( \larger { e } { c } ) ) \& ( \larger { a } { c } ),"a is not large , e is not large , e is larger than c and a is larger than c",0,0,0,0,0,0,0,0,0
887,( ( \sim ( \large { a } ) ) \vee ( a \in cube ) ) \& ( ( \sim ( a \in cube ) ) \vee ( \large { a } ) ),all these hold : \item a is not large or a is a cube \item a is not a cube or a is large,0,0,0,0,0,0,0,0,0
888,( ( \larger { e } { c } ) \& ( \larger { a } { c } ) ) \& ( \sim ( ( \large { e } ) \vee ( \large { a } ) ) ),"e is larger than c , a is larger than c and it is not the case that e or a is large",0,0,0,0,0,0,0,0,0
889,( ( ( a \in cube ) \vee ( e \in cube ) ) \vee ( c \in cube ) ) \& ( \sim ( ( ( \sim ( a \in cube ) ) \& ( \sim ( c \in cube ) ) ) \& ( \sim ( e \in cube ) ) ) ),"all these hold : \item a is a cube , e is a cube or c is a cube \item it is not the case that a is not a cube , c is not a cube and e is not a cube",0,0,0,0,0,0,0,0,0
890,( ( \smaller { c } { a } ) \& ( \smaller { c } { e } ) ) \& ( \sim ( ( \large { a } ) \vee ( \large { e } ) ) ),"c is smaller than a , c is smaller than e and it is not the case that a or e is large",0,0,0,0,0,0,0,0,0
891,( \sim ( a \in cube ) ) \supset ( c \in cube ) \vee ( ( \sim ( c \in cube ) ) \supset e \in cube ),"if a is not a cube , then at least one of these holds : \item c is a cube \item if c is not a cube , then e is a cube",0,0,0,0,0,0,0,0,0
892,( b \in dodec ) \supset ( ( \sim ( \frontOf { b } { d } ) ) \& ( b \in dodec ) ) \supset \sim ( \backOf { b } { d } ),"if b is a dodecagon , then if b is not in front of d and b is a dodecagon , then b is not in back of d",0,0,0,0,0,0,0,0,0
893,( b \in dodec ) \supset ( \sim ( \frontOf { b } { d } ) ) \supset ( \sim ( \frontOf { d } { b } ) ) \& ( \sim ( \backOf { d } { b } ) ),"if b is a dodecagon , then if b is not in front of d , then d is not in front of b and d is not in back of b",0,0,0,0,0,0,0,0,0
894,( \sim ( ( \larger { b } { a } ) \& ( \larger { b } { e } ) ) ) \supset ( \larger { b } { a } ) \& ( \larger { b } { e } ),"if it is not the case that b is larger than a and larger than e , then b is larger than a and larger than e",0,0,0,0,0,0,0,0,0
895,( \sim ( ( ( a \in cube ) \vee ( c \in cube ) ) \vee ( e \in cube ) ) ) \supset ( ( a \in cube ) \vee ( c \in cube ) ) \vee ( e \in cube ),"if it is not the case that a is a cube , c is a cube or e is a cube , then a is a cube , c is a cube or e is a cube",0,0,0,0,0,0,0,0,0
896,( b \in dodec ) \supset ( \sim ( \frontOf { b } { d } ) ) \supset \sim ( ( \frontOf { b } { d } ) \vee ( \backOf { b } { d } ) ),"if b is a dodecagon , then if b is not in front of d , then it is not the case that b is in front of d or in back of d",0,0,0,0,0,0,0,0,0
897,( \sim ( ( ( a \in cube ) \vee ( c \in cube ) ) \vee ( e \in cube ) ) ) \supset ( ( a \in cube ) \& ( b \in cube ) ) \& ( e \in cube ),"if it is not the case that a is a cube , c is a cube or e is a cube , then a is a cube , b is a cube and e is a cube",0,0,0,0,0,0,0,0,0
898,( \sim ( ( \backOf { c } { a } ) \& ( \frontOf { c } { e } ) ) ) \supset ( \backOf { c } { a } ) \& ( \frontOf { c } { e } ),"if it is not the case that c is in back of a and in front of e , then c is in back of a and in front of e",0,0,0,0,0,0,0,0,0
899,( \sim ( ( \frontOf { c } { e } ) \& ( \backOf { c } { a } ) ) ) \supset ( \frontOf { c } { e } ) \& ( \backOf { c } { a } ),"if it is not the case that c is in front of e and in back of a , then c is in front of e and in back of a",0,0,0,0,0,0,0,0,0
900,\sim ( ( \larger { a } { c } ) \supset ( \larger { e } { c } ) \supset ( \sim ( \large { a } ) ) \supset \large { e } ),"it is not the case that if a is larger than c , then if e is larger than c , then if a is not large , then e is large",0,0,0,0,0,0,0,0,0
901,( \sim ( a \in cube ) ) \supset ( e \in cube ) \vee ( c \in cube ),"if a is not a cube , then e is a cube or c is a cube",0,0,0,0,0,0,0,0,0
902,( ( \sim ( \frontOf { b } { d } ) ) \& ( b \in dodec ) ) \supset ( \sim ( \backOf { b } { d } ) ) \& ( b \in dodec ),"if b is not in front of d and b is a dodecagon , then b is not in back of d and b is a dodecagon",0,0,0,0,0,0,0,0,0
903,( \sim ( ( c \in cube ) \vee ( e \in cube ) ) ) \supset a \in cube,"if it is not the case that c is a cube or e is a cube , then a is a cube",0,0,0,0,0,0,0,0,0
904,( ( \sim ( \large { b } ) ) \& ( \sim ( \large { d } ) ) ) \supset e \in cube,"if b is not large and d is not large , then e is a cube",0,0,0,0,0,0,0,0,0
905,( ( \sim ( ( \large { a } ) \vee ( \large { e } ) ) ) \& ( \larger { e } { c } ) ) \& ( \larger { a } { c } ),"it is not the case that a or e is large , e is larger than c and a is larger than c",0,0,0,0,0,0,0,0,0
906,( ( \sim ( b \in cube ) ) \supset \sim ( ( a \in tetrahedron ) \vee ( c \in tetrahedron ) ) ) \vee ( ( \sim ( d \in cube ) ) \supset \sim ( ( a \in tetrahedron ) \vee ( c \in tetrahedron ) ) ),"at least one of these holds : \item if b is not a cube , then it is not the case that a is a tetahedron or c is a tetahedron \item if d is not a cube , then it is not the case that a is a tetahedron or c is a tetahedron",0,0,0,0,0,0,0,0,0
907,( b \in dodec ) \supset ( ( \sim ( \frontOf { b } { d } ) ) \& ( \sim ( \backOf { b } { d } ) ) ) \vee ( \frontOf { b } { d } ),"if b is a dodecagon , then at least one of these holds : \item b is not in front of d and b is not in back of d \item b is in front of d",0,0,0,0,0,0,0,0,0
908,( ( \frontOf { e } { d } ) \& ( \sim ( ( e \in tetrahedron ) \& ( \large { e } ) ) ) ) \vee ( ( e \in tetrahedron ) \& ( \large { e } ) ),at least one of these holds : \item e is in front of d and it is not the case that e is a tetahedron and e is large \item e is a tetahedron and e is large,0,0,0,0,0,0,0,0,0
909,( ( \sim ( \leftOf { a } { d } ) ) \supset \rightOf { a } { d } ) \supset a \in cube,"if if a is not left of d , then a is right of d , then a is a cube",0,0,0,0,0,0,0,0,0
910,( ( a \in tetrahedron ) \supset \frontOf { a } { d } ) \vee ( \sim ( a \in tetrahedron ) ),"at least one of these holds : \item if a is a tetahedron , then a is in front of d \item a is not a tetahedron",0,0,0,0,0,0,0,0,0
911,( \frontOf { e } { d } ) \vee ( ( ( e \in tetrahedron ) \& ( \large { e } ) ) \& ( \sim ( \frontOf { e } { d } ) ) ),"at least one of these holds : \item e is in front of d \item e is a tetahedron , e is large and e is not in front of d",0,0,0,0,0,0,0,0,0
912,( ( ( ( ( a \in cube ) \vee ( a \in cube ) ) \vee ( c \in cube ) ) \vee ( a \in cube ) ) \vee ( c \in cube ) ) \vee ( e \in cube ),"a is a cube , a is a cube , c is a cube , a is a cube , c is a cube or e is a cube",0,0,0,0,0,0,0,0,0
913,( \sim ( a \in cube ) ) \supset \sim ( ( \sim ( c \in cube ) ) \& ( \sim ( e \in cube ) ) ),"if a is not a cube , then it is not the case that c is not a cube and e is not a cube",0,0,0,0,0,0,0,0,0
914,( \backOf { c } { a } ) \& ( \backOf { e } { c } ),c is in back of a and e is in back of c,0,0,0,0,0,0,0,0,0
915,( ( ( \sim ( a \in cube ) ) \& ( \sim ( c \in cube ) ) ) \& ( \sim ( e \in cube ) ) ) \supset ( ( a \in cube ) \vee ( c \in cube ) ) \vee ( e \in cube ),"if a is not a cube , c is not a cube and e is not a cube , then a is a cube , c is a cube or e is a cube",0,0,0,0,0,0,0,0,0
916,( \sim ( \sameCol { d } { a } ) ) \supset a \in cube,"if d is not in the same column as a , then a is a cube",0,0,0,0,0,0,0,0,0
917,( ( \sim ( a \in tetrahedron ) ) \supset c \in tetrahedron ) \supset ( b \in cube ) \vee ( d \in cube ),"if if a is not a tetahedron , then c is a tetahedron , then b is a cube or d is a cube",0,0,0,0,0,0,0,0,0
918,( \sim ( c \in cube ) ) \supset ( a \in cube ) \vee ( e \in cube ),"if c is not a cube , then a is a cube or e is a cube",0,0,0,0,0,0,0,0,0
919,( b \in dodec ) \supset ( ( b \in dodec ) \supset \sim ( \frontOf { b } { d } ) ) \supset \sim ( \backOf { b } { d } ),"if b is a dodecagon , then if if b is a dodecagon , then b is not in front of d , then b is not in back of d",0,0,0,0,0,0,0,0,0
920,( \backOf { c } { a } ) \& ( \sim ( \sim ( \frontOf { c } { e } ) ) ),c is in back of a and it is not the case that c is not in front of e,0,0,0,0,0,0,0,0,0
921,( b \in dodec ) \supset \sim ( ( \sim ( \frontOf { b } { d } ) ) \& ( \backOf { b } { d } ) ),"if b is a dodecagon , then it is not the case that b is not in front of d and b is in back of d",0,0,0,0,0,0,0,0,0
922,( ( \sim ( \frontOf { e } { d } ) ) \supset ( e \in tetrahedron ) \& ( \large { e } ) ) \vee ( \frontOf { e } { d } ),"at least one of these holds : \item if e is not in front of d , then e is a tetahedron and e is large \item e is in front of d",0,0,0,0,0,0,0,0,0
923,( \sim ( b \in dodec ) ) \vee ( ( \backOf { b } { d } ) \supset \frontOf { b } { d } ),"at least one of these holds : \item b is not a dodecagon \item if b is in back of d , then b is in front of d",0,0,0,0,0,0,0,0,0
924,( \exists y ) ( ( y \in dodec ) \& ( \sim ( \large { y } ) ) ),there is a dodecagon y such that y is not large,0,0,0,0,0,0,0,0,0
925,( \sim ( e \in cube ) ) \supset ( \sim ( \large { d } ) ) \supset \large { b },"if e is not a cube , then if d is not large , then b is large",0,0,0,0,0,0,0,0,0
926,( ( ( \sim ( \large { e } ) ) \& ( \sim ( \large { a } ) ) ) \& ( \larger { a } { c } ) ) \& ( \larger { e } { c } ),"e is not large , a is not large , a is larger than c and e is larger than c",0,0,0,0,0,0,0,0,0
927,( ( \sim ( a \in cube ) ) \supset c \in cube ) \vee ( ( \sim ( a \in cube ) ) \supset e \in cube ),"at least one of these holds : \item if a is not a cube , then c is a cube \item if a is not a cube , then e is a cube",0,0,0,0,0,0,0,0,0
928,( \sim ( a \in cube ) ) \supset \sim ( ( \leftOf { d } { a } ) \vee ( \rightOf { d } { a } ) ),"if a is not a cube , then it is not the case that d is left of a or right of a",0,0,0,0,0,0,0,0,0
929,( ( \sim ( b \in dodec ) ) \vee ( \frontOf { b } { d } ) ) \vee ( \sim ( \backOf { b } { d } ) ),"b is not a dodecagon , b is in front of d or b is not in back of d",0,0,0,0,0,0,0,0,0
930,( ( \sim ( \large { a } ) ) \vee ( \small { d } ) ) \& ( ( \sim ( \small { d } ) ) \vee ( \large { a } ) ),all these hold : \item a is not large or d is small \item d is not small or a is large,0,0,0,0,0,0,0,0,0
931,( ( ( \sim ( a \in cube ) ) \supset c \in cube ) \vee ( ( \sim ( c \in cube ) ) \supset e \in cube ) ) \vee ( ( \sim ( c \in cube ) ) \supset a \in cube ),"at least one of these holds : \item if a is not a cube , then c is a cube , if c is not a cube , then e is a cube \item if c is not a cube , then a is a cube",0,0,0,0,0,0,0,0,0
932,( ( \sim ( \large { a } ) ) \vee ( \large { e } ) ) \& ( ( \sim ( \large { e } ) ) \vee ( \large { a } ) ),all these hold : \item a is not large or e is large \item e is not large or a is large,0,0,0,0,0,0,0,0,0
933,( ( \frontOf { a } { b } ) \supset a \in tetrahedron ) \supset ( \sim ( \frontOf { a } { b } ) ) \supset \sim ( a \in tetrahedron ),"if if a is in front of b , then a is a tetahedron , then if a is not in front of b , then a is not a tetahedron",0,0,0,0,0,0,0,0,0
934,( ( \sameSize { d } { b } ) \supset \sameShape { d } { b } ) \supset ( \sim ( \sameSize { d } { b } ) ) \supset \sim ( \sameShape { d } { b } ),"if if d is the same size as b , then d is the same shape as b , then if d is not the same size as b , then d is not the same shape as b",0,0,0,0,0,0,0,0,0
935,( \sameCol { a } { d } ) \vee ( a \in cube ),a is in the same column as d or a is a cube,0,0,0,0,0,0,0,0,0
936,( ( \small { d } ) \& ( \large { a } ) ) \vee ( ( \sim ( \small { d } ) ) \& ( \sim ( \large { a } ) ) ),at least one of these holds : \item d is small and a is large \item d is not small and a is not large,0,0,0,0,0,0,0,0,0
937,( ( \large { e } ) \& ( \large { a } ) ) \vee ( ( \sim ( \large { e } ) ) \& ( \sim ( \large { a } ) ) ),at least one of these holds : \item e and a are large \item e is not large and a is not large,0,0,0,0,0,0,0,0,0
938,\sim ( ( ( ( \large { a } ) \vee ( \large { e } ) ) \vee ( \sim ( \larger { a } { c } ) ) ) \vee ( \sim ( \larger { e } { c } ) ) ),"it is not the case that a is large , e is large , a is not larger than c or e is not larger than c",0,0,0,0,0,0,0,0,0
939,( \sim ( ( b \in dodec ) \supset \frontOf { b } { d } ) ) \supset \sim ( \backOf { b } { d } ),"if it is not the case that if b is a dodecagon , then b is in front of d , then b is not in back of d",0,0,0,0,0,0,0,0,0
940,( \sim ( ( ( a \in cube ) \& ( c \in cube ) ) \& ( e \in cube ) ) ) \supset ( ( a \in cube ) \vee ( c \in cube ) ) \vee ( e \in cube ),"if it is not the case that a is a cube , c is a cube and e is a cube , then a is a cube , c is a cube or e is a cube",0,0,0,0,0,0,0,0,0
941,( ( \sim ( ( \large { e } ) \vee ( \large { a } ) ) ) \& ( \larger { a } { c } ) ) \& ( \larger { e } { c } ),"it is not the case that e or a is large , a is larger than c and e is larger than c",0,0,0,0,0,0,0,0,0
942,( ( b \in dodec ) \& ( \backOf { b } { d } ) ) \supset \frontOf { b } { d },"if b is a dodecagon and b is in back of d , then b is in front of d",0,0,0,0,0,0,0,0,0
943,( \sim ( \frontOf { a } { d } ) ) \supset \sim ( a \in tetrahedron ),"if a is not in front of d , then a is not a tetahedron",0,0,0,0,0,0,0,0,0
944,( \sim ( ( a \in tetrahedron ) \& ( \frontOf { a } { b } ) ) ) \supset \sim ( a \in tetrahedron ),"if it is not the case that a is a tetahedron and a is in front of b , then a is not a tetahedron",0,0,0,0,0,0,0,0,0
945,( ( ( \sim ( \large { e } ) ) \& ( \sim ( \large { a } ) ) ) \& ( \larger { e } { c } ) ) \& ( \larger { a } { c } ),"e is not large , a is not large , e is larger than c and a is larger than c",0,0,0,0,0,0,0,0,0
946,( ( \sim ( e \in cube ) ) \supset \large { d } ) \vee ( ( \sim ( e \in cube ) ) \supset \large { b } ),"at least one of these holds : \item if e is not a cube , then d is large \item if e is not a cube , then b is large",0,0,0,0,0,0,0,0,0
947,( ( \rightOf { a } { d } ) \supset a \in cube ) \& ( ( \leftOf { a } { d } ) \supset a \in cube ),"all these hold : \item if a is right of d , then a is a cube \item if a is left of d , then a is a cube",0,0,0,0,0,0,0,0,0
948,( ( ( \sim ( a \in cube ) ) \& ( \sim ( c \in cube ) ) ) \& ( \sim ( e \in cube ) ) ) \supset ( ( a \in cube ) \& ( c \in cube ) ) \& ( e \in cube ),"if a is not a cube , c is not a cube and e is not a cube , then a is a cube , c is a cube and e is a cube",0,0,0,0,0,0,0,0,0
949,( ( ( \sim ( \large { a } ) ) \& ( \sim ( \large { e } ) ) ) \& ( \smaller { c } { a } ) ) \& ( \smaller { c } { e } ),"a is not large , e is not large , c is smaller than a and c is smaller than e",0,0,0,0,0,0,0,0,0
950,( ( \small { c } ) \& ( d \in dodec ) ) \supset ( \sim ( \small { d } ) ) \& ( \sim ( \large { d } ) ),"if c is small and d is a dodecagon , then d is not small and d is not large",0,0,0,0,0,0,0,0,0
951,( ( ( a \in cube ) \vee ( c \in cube ) ) \vee ( a \in cube ) ) \vee ( e \in cube ),"a is a cube , c is a cube , a is a cube or e is a cube",0,0,0,0,0,0,0,0,0
952,( ( b \in cube ) \vee ( c \in tetrahedron ) ) \& ( ( \sim ( b \in cube ) ) \supset c \in tetrahedron ),"all these hold : \item b is a cube or c is a tetahedron \item if b is not a cube , then c is a tetahedron",0,0,0,0,0,0,0,0,0
953,( ( \rightOf { c } { a } ) \& ( \small { c } ) ) \vee ( ( \sim ( \rightOf { c } { a } ) ) \supset \sim ( \small { c } ) ),"at least one of these holds : \item c is right of a and small \item if c is not right of a , then c is not small",0,0,0,0,0,0,0,0,0
954,( \sim ( ( d \in cube ) \vee ( b \in cube ) ) ) \supset \sim ( ( a \in tetrahedron ) \vee ( c \in tetrahedron ) ),"if it is not the case that d is a cube or b is a cube , then it is not the case that a is a tetahedron or c is a tetahedron",0,0,0,0,0,0,0,0,0
955,( \smaller { a } { b } ) \& ( \smaller { e } { b } ),a and e are smaller than b,0,0,0,0,0,0,0,0,0
956,( \frontOf { d } { b } ) \supset ( b \in dodec ) \supset \backOf { d } { b },"if d is in front of b , then if b is a dodecagon , then d is in back of b",0,0,0,0,0,0,0,0,0
957,( \sim ( ( \larger { a } { c } ) \supset \large { a } ) ) \& ( \sim ( ( \larger { e } { c } ) \supset \large { e } ) ),"it is not the case that if a is larger than c , then a is large and it is not the case that if e is larger than c , then e is large",0,0,0,0,0,0,0,0,0
958,( ( ( \large { e } ) \& ( e \in tetrahedron ) ) \& ( \sim ( \frontOf { e } { d } ) ) ) \vee ( \frontOf { e } { d } ),"at least one of these holds : \item e is large , e is a tetahedron and e is not in front of d \item e is in front of d",0,0,0,0,0,0,0,0,0
959,( \backOf { b } { d } ) \supset ( b \in dodec ) \supset \frontOf { b } { d },"if b is in back of d , then if b is a dodecagon , then b is in front of d",0,0,0,0,0,0,0,0,0
960,( ( \larger { a } { c } ) \& ( \larger { e } { c } ) ) \& ( \sim ( ( ( \large { a } ) \vee ( \large { e } ) ) \vee ( \large { e } ) ) ),"a is larger than c , e is larger than c and it is not the case that a , e or e is large",0,0,0,0,0,0,0,0,0
961,( ( ( b \in cube ) \& ( c \in tetrahedron ) ) \vee ( ( b \in cube ) \& ( \sim ( c \in tetrahedron ) ) ) ) \vee ( ( \sim ( b \in cube ) ) \& ( c \in tetrahedron ) ),"at least one of these holds : \item b is a cube and c is a tetahedron , b is a cube and c is not a tetahedron \item b is not a cube and c is a tetahedron",0,0,0,0,0,0,0,0,0
962,( \sim ( ( a \in cube ) \vee ( e \in cube ) ) ) \supset c \in cube,"if it is not the case that a is a cube or e is a cube , then c is a cube",0,0,0,0,0,0,0,0,0
963,( a \in cube ) \vee ( \sim ( ( \leftOf { a } { d } ) \vee ( \rightOf { a } { d } ) ) ),a is a cube or it is not the case that a is left of d or right of d,0,0,0,0,0,0,0,0,0
964,( ( \sameSize { d } { b } ) \& ( \sameSize { b } { d } ) ) \vee ( \sim ( \sameShape { d } { b } ) ),at least one of these holds : \item d is the same size as b and b is the same size as d \item d is not the same shape as b,0,0,0,0,0,0,0,0,0
965,( ( \sim ( e \in cube ) ) \vee ( \large { b } ) ) \supset ( \large { b } ) \vee ( \large { d } ),"if e is not a cube or b is large , then b or d is large",0,0,0,0,0,0,0,0,0
966,( ( \large { a } ) \vee ( a \in cube ) ) \supset ( \large { a } ) \& ( a \in cube ),"if a is large or a is a cube , then a is large and a is a cube",0,0,0,0,0,0,0,0,0
967,( ( \large { a } ) \vee ( \small { d } ) ) \supset ( \large { a } ) \& ( \small { d } ),"if a is large or d is small , then a is large and d is small",0,0,0,0,0,0,0,0,0
968,( ( \large { e } ) \vee ( \large { a } ) ) \supset ( \large { a } ) \& ( \large { e } ),"if e or a is large , then a and e are large",0,0,0,0,0,0,0,0,0
969,( ( a \in cube ) \vee ( ( c \in cube ) \& ( \sim ( a \in cube ) ) ) ) \vee ( ( e \in cube ) \& ( \sim ( c \in cube ) ) ),"at least one of these holds : \item a is a cube , c is a cube and a is not a cube \item e is a cube and c is not a cube",0,0,0,0,0,0,0,0,0
970,( \sameSize { d } { b } ) \vee ( \sim ( \sameShape { d } { b } ) ),d is the same size as b or d is not the same shape as b,0,0,0,0,0,0,0,0,0
971,( ( \sim ( a \in cube ) ) \supset c \in cube ) \vee ( ( \sim ( c \in cube ) ) \supset e \in cube ),"at least one of these holds : \item if a is not a cube , then c is a cube \item if c is not a cube , then e is a cube",0,0,0,0,0,0,0,0,0
972,( ( \larger { a } { c } ) \& ( \larger { e } { c } ) ) \& ( \sim ( ( \sim ( \large { e } ) ) \supset \large { a } ) ),"a is larger than c , e is larger than c and it is not the case that if e is not large , then a is large",0,0,0,0,0,0,0,0,0
973,( b \in dodec ) \supset ( \frontOf { d } { b } ) \supset \backOf { d } { b },"if b is a dodecagon , then if d is in front of b , then d is in back of b",0,0,0,0,0,0,0,0,0
974,( ( \small { c } ) \& ( d \in dodec ) ) \supset \sim ( ( \large { d } ) \vee ( \small { d } ) ),"if c is small and d is a dodecagon , then it is not the case that d is large or small",0,0,0,0,0,0,0,0,0
975,( \sim ( \small { a } ) ) \supset ( d \in dodec ) \& ( \small { d } ),"if a is not small , then d is a dodecagon and d is small",0,0,0,0,0,0,0,0,0
976,( \sim ( ( \backOf { c } { a } ) \supset \sim ( \frontOf { c } { e } ) ) ) \& ( \frontOf { c } { e } ),"it is not the case that if c is in back of a , then c is not in front of e and c is in front of e",0,0,0,0,0,0,0,0,0
977,( ( \sim ( a \in cube ) ) \supset \sim ( \large { a } ) ) \& ( ( a \in cube ) \supset \large { a } ),"all these hold : \item if a is not a cube , then a is not large \item if a is a cube , then a is large",0,0,0,0,0,0,0,0,0
978,\sim ( ( ( \sim ( a \in cube ) ) \& ( \sim ( e \in cube ) ) ) \& ( \sim ( c \in cube ) ) ),"it is not the case that a is not a cube , e is not a cube and c is not a cube",0,0,0,0,0,0,0,0,0
979,( \sim ( \sameShape { d } { b } ) ) \vee ( \sameSize { b } { d } ),d is not the same shape as b or b is the same size as d,0,0,0,0,0,0,0,0,0
980,( ( \sim ( \large { a } ) ) \vee ( \small { d } ) ) \& ( ( \large { a } ) \vee ( \sim ( \small { d } ) ) ),all these hold : \item a is not large or d is small \item a is large or d is not small,0,0,0,0,0,0,0,0,0
981,( ( \rightOf { b } { c } ) \supset \sim ( \leftOf { b } { e } ) ) \supset \sim ( \rightOf { c } { d } ),"if if b is right of c , then b is not left of e , then c is not right of d",0,0,0,0,0,0,0,0,0
982,\sim ( ( \sim ( ( \larger { a } { c } ) \supset \sim ( \larger { e } { c } ) ) ) \supset \sim ( \sim ( ( \sim ( \large { a } ) ) \supset \large { e } ) ) ),"it is not the case that if it is not the case that if a is larger than c , then e is not larger than c , then it is not the case that it is not the case that if a is not large , then e is large",0,0,0,0,0,0,0,0,0
983,( \sameShape { d } { b } ) \supset ( \sameSize { b } { d } ) \& ( \sameShape { d } { b } ),"if d is the same shape as b , then b is the same size as d and d is the same shape as b",0,0,0,0,0,0,0,0,0
984,( ( ( \smaller { a } { b } ) \& ( \smaller { e } { b } ) ) \& ( \larger { b } { a } ) ) \& ( \larger { b } { e } ),"a is smaller than b , e is smaller than b , b is larger than a and b is larger than e",0,0,0,0,0,0,0,0,0
985,( \sim ( e \in cube ) ) \supset ( \sim ( c \in cube ) ) \supset a \in cube,"if e is not a cube , then if c is not a cube , then a is a cube",0,0,0,0,0,0,0,0,0
986,( ( \sim ( c \in tetrahedron ) ) \supset a \in tetrahedron ) \supset ( \sim ( d \in cube ) ) \supset b \in cube,"if if c is not a tetahedron , then a is a tetahedron , then if d is not a cube , then b is a cube",0,0,0,0,0,0,0,0,0
987,( ( a \in tetrahedron ) \& ( \sim ( \frontOf { a } { d } ) ) ) \supset ( \sim ( a \in tetrahedron ) ) \& ( \frontOf { a } { d } ),"if a is a tetahedron and a is not in front of d , then a is not a tetahedron and a is in front of d",0,0,0,0,0,0,0,0,0
988,( \sim ( \sim ( \larger { b } { a } ) ) ) \& ( \sim ( \sim ( \larger { b } { e } ) ) ),it is not the case that b is not larger than a and it is not the case that b is not larger than e,0,0,0,0,0,0,0,0,0
989,( \sim ( ( b \in cube ) \vee ( d \in cube ) ) ) \supset \sim ( ( c \in tetrahedron ) \vee ( a \in tetrahedron ) ),"if it is not the case that b is a cube or d is a cube , then it is not the case that c is a tetahedron or a is a tetahedron",0,0,0,0,0,0,0,0,0
990,( ( \small { c } ) \& ( d \in dodec ) ) \supset ( \sim ( \large { d } ) ) \& ( \sim ( \small { d } ) ),"if c is small and d is a dodecagon , then d is not large and d is not small",0,0,0,0,0,0,0,0,0
991,( \frontOf { e } { d } ) \vee ( ( \sim ( \frontOf { e } { d } ) ) \supset ( \large { e } ) \& ( e \in tetrahedron ) ),"at least one of these holds : \item e is in front of d \item if e is not in front of d , then e is large and e is a tetahedron",0,0,0,0,0,0,0,0,0
992,( ( \sim ( \large { e } ) ) \supset \sim ( \large { a } ) ) \& ( ( \large { e } ) \supset \large { a } ),"all these hold : \item if e is not large , then a is not large \item if e is large , then a is large",0,0,0,0,0,0,0,0,0
993,( ( a \in cube ) \& ( \large { a } ) ) \vee ( ( \sim ( a \in cube ) ) \& ( \sim ( \large { a } ) ) ),at least one of these holds : \item a is a cube and a is large \item a is not a cube and a is not large,0,0,0,0,0,0,0,0,0
